,mechanism,type,rate,nrow,ncol,total_memory_MB
13787,ENAR,Typo,0.1,1000,8,0.7388440000000001
13788,EAR,MissingValueString,0.1,1000000,8,338.32
13789,EAR,MissingValueString,0.75,10000,4,3.695
13790,ECAR,Typo,0.25,1000000,2,1307.0
13791,ECAR,MissingValueString,0.5,1000,6,0.14958600000000002
13792,ENAR,MissingValueString,0.1,10000,4,2.169
13793,EAR,MissingValueString,0.25,1000000,2,219.432
13794,ENAR,MissingValueString,0.9,1000000,8,355.624
13795,ENAR,Typo,0.1,1000,6,0.722266
13796,EAR,Typo,0.5,1000,4,2.793
13797,ECAR,Typo,0.5,100,10,0.263109
13798,EAR,MissingValueString,0.1,100,4,0.036719
13799,ECAR,MissingValueString,0.9,100,4,0.011727
13800,EAR,MissingValueString,0.5,1000000,2,267.619
13801,ENAR,MissingValueString,0.1,1000000,6,226.434
13802,ECAR,MissingValueString,0.9,1000,2,0.14430500000000002
13803,EAR,Typo,0.25,100,6,0.16719499999999998
13804,EAR,Typo,0.9,100,10,0.50768
13805,EAR,Typo,0.5,10000,10,29.549
13806,EAR,MissingValueString,0.9,1000,6,0.466766
13807,ENAR,Typo,0.25,100,4,0.151344
13808,EAR,MissingValueString,0.1,1000,2,0.211203
13809,EAR,Typo,0.75,10000,2,40.14
13810,EAR,MissingValueString,0.25,1000000,4,270.932
13811,ECAR,MissingValueString,0.5,100000,6,13.722
13812,ENAR,MissingValueString,0.1,100,8,0.03068
13813,ENAR,Typo,0.5,1000000,8,2745.0
13814,EAR,Typo,0.1,1000,8,0.844977
13815,ENAR,MissingValueString,0.75,10000,6,3.256
13816,ENAR,Typo,0.1,100,6,0.078844
13817,ENAR,MissingValueString,0.1,10000,4,2.169
13818,EAR,Typo,0.9,1000,4,4.838
13819,ECAR,Typo,0.75,1000,6,3.86
13820,ECAR,Typo,0.25,100000,2,131.87
13821,ECAR,MissingValueString,0.75,100000,4,13.317
13822,ECAR,Typo,0.5,1000000,6,2585.0
13823,ECAR,Typo,0.1,100000,4,58.399
13824,ENAR,Typo,0.25,10000,10,15.142
13825,ENAR,Typo,0.25,1000,8,1.504
13826,ENAR,MissingValueString,0.75,100,10,0.032562
13827,EAR,MissingValueString,0.5,1000000,2,267.619
13828,ECAR,Typo,0.1,100,4,0.061266
13829,ENAR,MissingValueString,0.9,100000,2,28.586
13830,ENAR,Typo,0.75,1000,10,4.058
13831,ENAR,Typo,0.5,10000,8,27.717
13832,ENAR,MissingValueString,0.75,100000,10,33.722
13833,ENAR,Typo,0.75,10000,2,39.947
13834,EAR,Typo,0.25,100,2,0.156555
13835,EAR,MissingValueString,0.75,10000,4,3.695
13836,EAR,Typo,0.1,100,4,0.087227
13837,ENAR,Typo,0.1,1000000,6,716.889
13838,EAR,MissingValueString,0.75,10000,2,3.104
13839,ENAR,Typo,0.25,10000,6,14.799
13840,ECAR,Typo,0.9,100,4,0.459453
13841,ENAR,Typo,0.75,100,2,0.399594
13842,ECAR,MissingValueString,0.25,1000000,10,157.25
13843,ENAR,Typo,0.25,100,10,0.156031
13844,EAR,MissingValueString,0.9,1000000,2,345.026
13845,EAR,Typo,0.1,100,4,0.087227
13846,EAR,Typo,0.75,10000,6,41.322
13847,ECAR,Typo,0.1,100,8,0.064359
13848,ENAR,Typo,0.25,1000,10,1.522
13849,ECAR,Typo,0.5,1000000,8,2602.0
13850,ENAR,Typo,0.75,100,6,0.403305
13851,ENAR,Typo,0.75,10000,6,40.291
13852,ENAR,MissingValueString,0.25,100,4,0.026890999999999998
13853,EAR,MissingValueString,0.25,1000,2,0.244406
13854,ENAR,Typo,0.9,100000,6,479.315
13855,ENAR,Typo,0.75,1000,2,3.989
13856,EAR,MissingValueString,0.75,100,10,0.058476999999999994
13857,EAR,MissingValueString,0.9,1000000,2,345.025
13858,ENAR,MissingValueString,0.25,100000,8,26.235
13859,ECAR,MissingValueString,0.5,10000,4,1.281
13860,ECAR,Typo,0.9,1000000,10,4612.0
13861,ECAR,Typo,0.75,100,4,0.38503899999999996
13862,ENAR,Typo,0.1,100,4,0.077281
13863,ECAR,Typo,0.9,1000,10,4.653
13864,EAR,MissingValueString,0.25,100000,10,41.848
13865,ECAR,MissingValueString,0.1,1000000,8,132.216
13866,EAR,MissingValueString,0.1,10000,4,2.533
13867,EAR,MissingValueString,0.75,1000000,10,553.509
13868,EAR,Typo,0.75,10000,10,42.504
13869,ECAR,MissingValueString,0.5,1000000,2,100.745
13870,EAR,MissingValueString,0.5,100,8,0.050406
13871,EAR,Typo,0.1,10000,8,8.303
13872,ENAR,Typo,0.75,10000,10,40.635
13873,ECAR,MissingValueString,0.75,100000,4,13.318
13874,ENAR,MissingValueString,0.25,100000,4,22.802
13875,ECAR,Typo,0.1,100000,10,63.549
13876,ECAR,MissingValueString,0.9,1000,6,0.179461
13877,EAR,Typo,0.25,100,4,0.161289
13878,ENAR,Typo,0.5,1000,6,2.756
13879,ECAR,MissingValueString,0.25,10000,2,0.949988
13880,ECAR,MissingValueString,0.75,100000,2,11.6
13881,ENAR,Typo,0.1,100,10,0.082281
13882,ENAR,MissingValueString,0.9,100000,6,32.02
13883,ENAR,Typo,0.75,1000,10,4.058
13884,ENAR,MissingValueString,0.75,100,4,0.027875
13885,ECAR,MissingValueString,0.5,100000,4,12.006
13886,ENAR,Typo,0.75,100000,2,401.751
13887,ECAR,Typo,0.1,100,2,0.060688000000000006
13888,ECAR,Typo,0.5,1000,4,2.591
13889,EAR,MissingValueString,0.75,100000,4,34.076
13890,ECAR,Typo,0.1,10000,8,6.116
13891,ECAR,MissingValueString,0.1,1000000,2,80.719
13892,ENAR,MissingValueString,0.9,1000000,6,338.458
13893,ENAR,Typo,0.1,1000,6,0.721266
13894,ECAR,Typo,0.75,1000000,10,3864.0
13895,EAR,MissingValueString,0.5,1000000,8,433.558
13896,ECAR,Typo,0.1,100000,8,61.832
13897,ECAR,MissingValueString,0.25,1000,4,0.114336
13898,ENAR,Typo,0.75,100,8,0.40506200000000003
13899,ECAR,Typo,0.1,1000000,8,623.671
13900,EAR,MissingValueString,0.1,100000,4,24.095
13901,ENAR,MissingValueString,0.75,100,8,0.031781
13902,ECAR,Typo,0.25,100000,6,135.303
13903,ECAR,Typo,0.25,100,6,0.136742
13904,ENAR,Typo,0.75,10000,8,40.462
13905,ECAR,MissingValueString,0.25,100,6,0.013289
13906,ECAR,MissingValueString,0.75,100,2,0.010164
13907,EAR,MissingValueString,0.1,100000,10,38.859
13908,ENAR,Typo,0.5,100,6,0.276344
13909,ECAR,MissingValueString,0.5,100,10,0.015413999999999999
13910,ENAR,MissingValueString,0.5,10000,4,2.738
13911,ECAR,Typo,0.1,100,8,0.064359
13912,ECAR,Typo,0.5,10000,8,26.259
13913,ENAR,Typo,0.75,1000000,8,4013.0
13914,EAR,MissingValueString,0.5,1000,10,0.508266
13915,ECAR,Typo,0.5,1000000,2,2552.0
13916,ECAR,MissingValueString,0.5,100,10,0.015413999999999999
13917,ENAR,MissingValueString,0.5,10000,2,2.567
13918,ECAR,MissingValueString,0.5,1000000,10,169.411
13919,EAR,Typo,0.25,100000,10,164.74
13920,ECAR,MissingValueString,0.1,1000000,4,97.884
13921,EAR,MissingValueString,0.75,10000,6,4.287
13922,EAR,Typo,0.5,10000,4,27.889
13923,ENAR,MissingValueString,0.1,10000,2,1.997
13924,EAR,MissingValueString,0.25,10000,10,4.358
13925,EAR,MissingValueString,0.25,1000,10,0.455531
13926,EAR,Typo,0.1,1000000,2,681.145
13927,EAR,Typo,0.75,100,8,0.426633
13928,EAR,Typo,0.9,100000,8,496.958
13929,ENAR,MissingValueString,0.75,1000,2,0.295836
13930,EAR,Typo,0.1,10000,10,8.795
13931,ECAR,MissingValueString,0.5,100,8,0.013852
13932,EAR,MissingValueString,0.5,100000,2,24.706
13933,ENAR,MissingValueString,0.1,100000,2,19.355
13934,ENAR,MissingValueString,0.25,100,6,0.028453
13935,EAR,MissingValueString,0.5,100,4,0.038594
13936,EAR,Typo,0.1,100,2,0.08249200000000001
13937,ECAR,MissingValueString,0.75,100000,8,16.75
13938,EAR,Typo,0.75,100,8,0.426633
13939,ENAR,Typo,0.5,100000,10,277.73
13940,EAR,MissingValueString,0.5,100,4,0.038594
13941,EAR,MissingValueString,0.9,1000000,10,590.692
13942,EAR,MissingValueString,0.25,10000,2,2.298
13943,EAR,MissingValueString,0.25,1000000,2,219.433
13944,ECAR,MissingValueString,0.1,1000,2,0.080086
13945,EAR,MissingValueString,0.25,1000,6,0.349969
13946,ENAR,Typo,0.5,100,10,0.27946899999999997
13947,ECAR,MissingValueString,0.25,100,6,0.012289
13948,EAR,MissingValueString,0.5,1000,2,0.28151600000000004
13949,ENAR,MissingValueString,0.9,1000000,2,304.126
13950,ENAR,Typo,0.1,1000000,8,734.056
13951,EAR,Typo,0.25,100000,8,159.591
13952,ECAR,Typo,0.9,10000,10,46.568
13953,EAR,MissingValueString,0.75,100000,8,45.901
13954,ECAR,Typo,0.25,100,2,0.133633
13955,ENAR,MissingValueString,0.1,10000,8,2.513
13956,ENAR,Typo,0.1,10000,4,6.956
13957,EAR,Typo,0.9,1000000,6,4881.0
13958,EAR,Typo,0.5,10000,6,28.442
13959,ECAR,MissingValueString,0.1,10000,2,0.8358669999999999
13960,ENAR,Typo,0.75,1000,6,4.024
13961,ENAR,MissingValueString,0.75,100,8,0.031781
13962,ECAR,MissingValueString,0.75,10000,8,1.837
13963,ECAR,Typo,0.9,10000,8,46.397
13964,ECAR,Typo,0.1,1000000,4,589.339
13965,EAR,MissingValueString,0.1,100000,8,33.937
13966,EAR,MissingValueString,0.5,1000,4,0.338203
13967,ENAR,Typo,0.9,100000,6,479.315
13968,EAR,MissingValueString,0.5,10000,4,3.254
13969,EAR,MissingValueString,0.75,1000,2,0.318625
13970,EAR,Typo,0.25,1000,2,1.463
13971,ENAR,MissingValueString,0.5,100,2,0.025523
13972,ENAR,MissingValueString,0.75,100000,6,30.289
13973,ENAR,MissingValueString,0.75,1000,6,0.330992
13974,ECAR,MissingValueString,0.5,1000,8,0.16716399999999998
13975,ENAR,Typo,0.1,10000,8,7.298
13976,ECAR,Typo,0.9,100000,4,463.4
13977,EAR,Typo,0.5,100000,2,273.599
13978,EAR,Typo,0.1,10000,10,8.795
13979,EAR,MissingValueString,0.1,10000,2,2.04
13980,EAR,MissingValueString,0.25,10000,6,3.328
13981,ECAR,MissingValueString,0.1,1000,4,0.097664
13982,EAR,Typo,0.9,1000,10,5.022
13983,ECAR,MissingValueString,0.75,100,6,0.013289
13984,ENAR,MissingValueString,0.75,1000,2,0.295836
13985,ENAR,Typo,0.75,100,10,0.405844
13986,ENAR,Typo,0.25,1000000,6,1461.0
13987,ECAR,Typo,0.25,1000,6,1.353
13988,ENAR,Typo,0.25,10000,8,14.971
13989,EAR,Typo,0.5,1000000,4,2768.0
13990,ENAR,Typo,0.5,100000,8,276.014
13991,ECAR,Typo,0.5,100,8,0.26154700000000003
13992,EAR,Typo,0.9,100,6,0.495398
13993,EAR,Typo,0.25,100000,4,149.29
13994,EAR,MissingValueString,0.25,1000000,8,373.928
13995,ENAR,MissingValueString,0.1,100000,10,26.221
13996,ENAR,MissingValueString,0.75,10000,8,3.427
13997,ENAR,MissingValueString,0.9,10000,10,3.79
13998,ENAR,MissingValueString,0.75,100,4,0.027875
13999,ENAR,Typo,0.75,100000,6,404.183
14000,ENAR,Typo,0.75,100,8,0.40506200000000003
14001,EAR,Typo,0.25,1000,8,1.618
14002,ENAR,Typo,0.5,100000,6,274.297
14003,ENAR,Typo,0.25,10000,2,14.456
14004,ECAR,Typo,0.9,100000,8,466.833
14005,ECAR,Typo,0.25,1000,2,1.319
14006,ENAR,MissingValueString,0.1,100000,6,22.788
14007,EAR,MissingValueString,0.25,100000,10,41.848
14008,ENAR,MissingValueString,0.25,1000000,10,282.076
14009,ENAR,MissingValueString,0.75,100000,2,26.855
14010,ENAR,MissingValueString,0.9,100000,10,35.453
14011,EAR,MissingValueString,0.75,100000,10,51.814
14012,ENAR,Typo,0.1,100,2,0.075719
14013,ENAR,Typo,0.1,1000,10,0.756422
14014,ENAR,MissingValueString,0.9,100,6,0.029664000000000003
14015,ENAR,MissingValueString,0.9,100,8,0.032008
14016,ENAR,Typo,0.9,1000,8,4.802
14017,EAR,MissingValueString,0.5,10000,6,3.807
14018,ENAR,Typo,0.1,10000,6,7.128
14019,ENAR,MissingValueString,0.1,100000,2,19.355
14020,ECAR,MissingValueString,0.25,1000,8,0.14949199999999999
14021,ENAR,MissingValueString,0.9,1000,8,0.36732
14022,ENAR,Typo,0.25,1000000,10,1495.0
14023,ENAR,MissingValueString,0.9,100,10,0.032789
14024,ECAR,Typo,0.75,1000000,8,3847.0
14025,EAR,MissingValueString,0.9,1000000,8,529.275
14026,EAR,MissingValueString,0.25,1000,10,0.455531
14027,ECAR,MissingValueString,0.5,100,2,0.009164
14028,ECAR,Typo,0.5,1000000,10,2619.0
14029,EAR,MissingValueString,0.5,100000,10,46.831
14030,ECAR,MissingValueString,0.1,1000000,8,132.217
14031,ECAR,MissingValueString,0.75,1000000,4,130.547
14032,ECAR,Typo,0.5,100000,8,262.332
14033,ECAR,Typo,0.9,100000,2,462.683
14034,EAR,MissingValueString,0.25,100,4,0.036836
14035,ENAR,MissingValueString,0.5,10000,10,3.253
14036,EAR,MissingValueString,0.9,1000000,10,590.691
14037,EAR,Typo,0.5,100,10,0.302836
14038,EAR,Typo,0.25,100,4,0.161289
14039,ECAR,Typo,0.9,1000000,4,4561.0
14040,ENAR,Typo,0.9,10000,8,48.094
14041,ENAR,Typo,0.25,10000,10,15.143
14042,ENAR,Typo,0.5,1000000,6,2728.0
14043,ECAR,MissingValueString,0.75,1000000,4,130.547
14044,ENAR,Typo,0.75,100000,6,404.183
14045,ECAR,Typo,0.1,100,10,0.066234
14046,ENAR,MissingValueString,0.9,100000,2,28.586
14047,ECAR,Typo,0.75,100000,6,388.929
14048,ENAR,MissingValueString,0.75,1000,10,0.36614800000000003
14049,ENAR,MissingValueString,0.1,1000,8,0.25638299999999997
14050,ENAR,Typo,0.25,10000,4,14.627
14051,ECAR,Typo,0.1,100,10,0.066234
14052,EAR,MissingValueString,0.1,100000,10,38.858
14053,ECAR,MissingValueString,0.25,1000,8,0.14949199999999999
14054,ECAR,MissingValueString,0.5,100,6,0.012289
14055,ENAR,MissingValueString,0.9,10000,8,3.618
14056,ENAR,MissingValueString,0.75,10000,6,3.256
14057,ECAR,MissingValueString,0.1,1000,2,0.080086
14058,ENAR,Typo,0.1,100,2,0.075719
14059,EAR,Typo,0.1,1000,4,0.7441019999999999
14060,ENAR,MissingValueString,0.75,10000,2,2.912
14061,EAR,Typo,0.75,100,10,0.431758
14062,ECAR,Typo,0.5,1000,10,2.643
14063,ENAR,MissingValueString,0.75,10000,2,2.912
14064,ENAR,MissingValueString,0.75,1000,8,0.34857
14065,EAR,MissingValueString,0.5,100000,6,35.768
14066,EAR,MissingValueString,0.9,100000,8,48.663
14067,EAR,MissingValueString,0.25,1000000,10,425.426
14068,EAR,Typo,0.75,100000,6,413.883
14069,ECAR,Typo,0.75,1000000,8,3847.0
14070,ENAR,MissingValueString,0.25,100000,2,21.086
14071,ENAR,Typo,0.25,1000000,10,1495.0
14072,ECAR,MissingValueString,0.9,100000,10,19.254
14073,ECAR,MissingValueString,0.25,100000,6,12.411
14074,EAR,MissingValueString,0.1,100000,10,38.858
14075,ENAR,Typo,0.25,100000,10,150.844
14076,ENAR,MissingValueString,0.75,100000,2,26.855
14077,ECAR,Typo,0.1,1000000,6,606.505
14078,ENAR,MissingValueString,0.1,10000,2,1.997
14079,ENAR,Typo,0.1,1000000,8,734.055
14080,ECAR,MissingValueString,0.1,10000,6,1.159
14081,ENAR,Typo,0.1,1000,10,0.756422
14082,EAR,Typo,0.25,10000,8,16.078
14083,ECAR,Typo,0.9,100000,6,464.117
14084,EAR,Typo,0.5,1000000,6,2822.0
14085,ECAR,Typo,0.9,1000000,2,4545.0
14086,ENAR,Typo,0.1,100,6,0.079844
14087,ECAR,MissingValueString,0.9,100000,2,12.387
14088,ENAR,Typo,0.9,10000,6,47.922
14089,ENAR,MissingValueString,0.9,100000,8,33.736
14090,EAR,Typo,0.75,1000000,2,3995.0
14091,EAR,MissingValueString,0.1,100,4,0.036719
14092,ECAR,Typo,0.5,1000000,8,2602.0
14093,EAR,Typo,0.9,1000,6,4.899
14094,EAR,MissingValueString,0.75,100000,2,28.163
14095,ENAR,MissingValueString,0.25,100,8,0.030797
14096,ENAR,Typo,0.9,10000,2,47.578
14097,EAR,MissingValueString,0.1,100,8,0.046969000000000004
14098,EAR,Typo,0.5,1000000,4,2768.0
14099,ENAR,MissingValueString,0.5,1000,8,0.31732
14100,ENAR,Typo,0.75,100000,8,405.901
14101,ENAR,MissingValueString,0.75,1000000,6,317.864
14102,ENAR,Typo,0.1,100000,4,69.563
14103,ECAR,Typo,0.9,100000,8,466.833
14104,EAR,Typo,0.25,1000000,6,1534.0
14105,EAR,Typo,0.25,100,2,0.156555
14106,ECAR,Typo,0.75,1000,8,3.877
14107,ENAR,MissingValueString,0.75,100,4,0.027875
14108,ENAR,MissingValueString,0.9,100,8,0.032008
14109,ENAR,Typo,0.1,1000000,2,682.557
14110,ECAR,MissingValueString,0.75,100,2,0.010164
14111,ECAR,Typo,0.9,100,8,0.46254700000000004
14112,ENAR,MissingValueString,0.9,100000,2,28.586
14113,EAR,Typo,0.1,10000,8,8.303
14114,ENAR,MissingValueString,0.9,100000,6,32.019
14115,ENAR,MissingValueString,0.25,100,2,0.025523
14116,EAR,MissingValueString,0.5,100000,8,41.3
14117,ENAR,MissingValueString,0.25,100000,10,27.953
14118,ECAR,MissingValueString,0.75,1000000,8,164.88
14119,ECAR,Typo,0.1,100,2,0.059688000000000005
14120,ENAR,Typo,0.1,100000,10,74.713
14121,ENAR,Typo,0.25,1000,2,1.452
14122,ECAR,MissingValueString,0.9,1000000,10,189.628
14123,ENAR,Typo,0.25,1000,4,1.47
14124,ENAR,Typo,0.75,10000,2,39.947
14125,EAR,MissingValueString,0.1,1000,10,0.41395299999999996
14126,EAR,Typo,0.25,10000,4,15.048
14127,ENAR,Typo,0.9,10000,4,47.75
14128,ECAR,Typo,0.25,1000,4,1.336
14129,ECAR,Typo,0.75,100000,8,390.645
14130,EAR,Typo,0.25,1000,2,1.463
14131,ENAR,Typo,0.75,10000,4,40.119
14132,EAR,Typo,0.75,1000000,8,4168.0
14133,ENAR,MissingValueString,0.75,1000000,4,300.698
14134,ENAR,MissingValueString,0.9,10000,4,3.275
14135,EAR,MissingValueString,0.25,1000000,2,219.432
14136,EAR,MissingValueString,0.9,1000000,10,590.692
14137,ENAR,Typo,0.75,1000000,10,4029.0
14138,ECAR,Typo,0.9,100000,10,468.549
14139,EAR,MissingValueString,0.9,1000,4,0.40382799999999996
14140,ENAR,MissingValueString,0.75,1000,4,0.31341399999999997
14141,ECAR,Typo,0.9,10000,6,46.225
14142,ECAR,MissingValueString,0.25,1000000,8,140.084
14143,ECAR,Typo,0.5,1000,10,2.643
14144,ENAR,MissingValueString,0.9,1000000,4,321.292
14145,ENAR,MissingValueString,0.1,1000,10,0.274961
14146,EAR,MissingValueString,0.5,100,4,0.039594000000000004
14147,ECAR,Typo,0.1,100000,4,58.399
14148,ENAR,Typo,0.25,1000,4,1.47
14149,EAR,Typo,0.25,100,8,0.173102
14150,EAR,Typo,0.9,1000,4,4.837
14151,EAR,Typo,0.5,1000000,10,2930.0
14152,ECAR,Typo,0.25,100000,8,137.02
14153,ENAR,Typo,0.9,10000,8,48.093
14154,ECAR,Typo,0.75,1000000,6,3831.0
14155,ENAR,Typo,0.9,1000,10,4.819
14156,EAR,Typo,0.25,100,10,0.177445
14157,ENAR,Typo,0.9,1000,4,4.768
14158,ECAR,MissingValueString,0.1,10000,10,1.502
14159,ENAR,MissingValueString,0.75,100000,10,33.723
14160,ECAR,Typo,0.1,1000,6,0.598703
14161,ENAR,MissingValueString,0.75,10000,6,3.256
14162,ECAR,Typo,0.5,1000000,8,2602.0
14163,ECAR,MissingValueString,0.75,100,10,0.016414
14164,ECAR,Typo,0.75,1000000,2,3797.0
14165,ECAR,Typo,0.9,1000,4,4.601
14166,ENAR,Typo,0.9,1000000,8,4773.0
14167,ECAR,MissingValueString,0.75,10000,4,1.494
14168,EAR,MissingValueString,0.75,1000,8,0.500406
14169,EAR,Typo,0.25,100000,6,154.44
14170,EAR,MissingValueString,0.25,1000000,8,373.928
14171,ECAR,MissingValueString,0.25,10000,2,0.949988
14172,EAR,Typo,0.25,100000,8,159.59
14173,ECAR,Typo,0.5,100,6,0.260984
14174,EAR,Typo,0.75,1000,4,4.072
14175,ECAR,MissingValueString,0.75,100000,4,13.317
14176,ENAR,Typo,0.9,1000000,2,4722.0
14177,EAR,Typo,0.9,10000,2,47.804
14178,ENAR,MissingValueString,0.75,100000,2,26.856
14179,ECAR,Typo,0.75,10000,10,39.044
14180,ENAR,MissingValueString,0.1,1000000,6,226.434
14181,EAR,MissingValueString,0.1,10000,6,3.025
14182,ECAR,MissingValueString,0.1,1000000,4,97.884
14183,ENAR,MissingValueString,0.25,100,10,0.031578
14184,ENAR,MissingValueString,0.75,1000,8,0.34857
14185,ENAR,Typo,0.5,100000,4,273.58
14186,ENAR,MissingValueString,0.1,10000,8,2.512
14187,EAR,Typo,0.25,1000,8,1.619
14188,ECAR,Typo,0.9,10000,6,46.225
14189,ECAR,Typo,0.5,1000000,10,2619.0
14190,EAR,Typo,0.25,100,4,0.162289
14191,EAR,MissingValueString,0.1,100,8,0.046969000000000004
14192,EAR,Typo,0.5,10000,4,27.889
14193,ENAR,MissingValueString,0.1,100,4,0.026772999999999998
14194,EAR,Typo,0.5,1000,8,2.903
14195,ENAR,MissingValueString,0.9,100000,4,30.303
14196,ENAR,Typo,0.75,100000,10,407.617
14197,ECAR,MissingValueString,0.25,100000,10,15.844
14198,ECAR,Typo,0.5,1000,8,2.626
14199,EAR,MissingValueString,0.1,100000,6,29.016
14200,ECAR,Typo,0.25,1000000,4,1323.0
14201,ENAR,MissingValueString,0.5,100000,4,25.687
14202,EAR,MissingValueString,0.1,10000,8,3.517
14203,ECAR,Typo,0.9,100000,4,463.4
14204,EAR,Typo,0.9,100000,2,481.533
14205,EAR,MissingValueString,0.5,10000,10,4.914
14206,ENAR,MissingValueString,0.5,100000,6,27.405
14207,EAR,Typo,0.75,10000,8,41.913
14208,ECAR,MissingValueString,0.75,1000000,4,130.547
14209,ECAR,MissingValueString,0.75,100000,8,16.75
14210,ENAR,Typo,0.25,1000000,6,1461.0
14211,ENAR,MissingValueString,0.75,100,4,0.027875
14212,EAR,MissingValueString,0.25,100000,6,31.548
14213,ECAR,Typo,0.5,100,4,0.258453
14214,ECAR,Typo,0.75,1000,6,3.86
14215,ECAR,MissingValueString,0.9,100000,2,12.387
14216,ENAR,Typo,0.1,100,8,0.081188
14217,ECAR,Typo,0.75,1000000,2,3797.0
14218,EAR,Typo,0.1,100,6,0.091961
14219,ENAR,Typo,0.1,1000,2,0.6861090000000001
14220,EAR,Typo,0.9,100,10,0.50768
14221,EAR,Typo,0.9,100,4,0.48925799999999997
14222,ENAR,MissingValueString,0.25,100000,4,22.802
14223,EAR,MissingValueString,0.25,100000,4,26.398
14224,ECAR,MissingValueString,0.25,1000,6,0.13191399999999998
14225,ENAR,MissingValueString,0.1,1000000,10,260.766
14226,ECAR,Typo,0.75,1000,6,3.86
14227,EAR,Typo,0.9,1000,8,4.96
14228,EAR,Typo,0.1,1000,6,0.794539
14229,ENAR,Typo,0.5,100000,2,271.865
14230,EAR,MissingValueString,0.5,100,6,0.044109
14231,ECAR,MissingValueString,0.75,1000,8,0.18083600000000002
14232,ECAR,MissingValueString,0.75,1000,8,0.18083600000000002
14233,EAR,MissingValueString,0.75,100,2,0.034851999999999994
14234,EAR,Typo,0.25,10000,2,14.533
14235,EAR,Typo,0.5,10000,8,28.996
14236,EAR,MissingValueString,0.1,10000,8,3.517
14237,EAR,MissingValueString,0.5,10000,8,4.361
14238,ECAR,Typo,0.9,100000,2,462.683
14239,ECAR,MissingValueString,0.25,100000,10,15.844
14240,ECAR,MissingValueString,0.9,100000,10,19.254
14241,ECAR,Typo,0.1,1000000,10,640.838
14242,EAR,Typo,0.25,1000000,6,1534.0
14243,ENAR,Typo,0.25,1000,4,1.47
14244,EAR,Typo,0.1,10000,6,7.811
14245,ENAR,MissingValueString,0.1,1000000,6,226.435
14246,ENAR,Typo,0.9,1000,10,4.82
14247,ECAR,Typo,0.1,100,4,0.061266
14248,ENAR,Typo,0.75,100,2,0.399594
14249,EAR,Typo,0.5,10000,6,28.442
14250,ENAR,Typo,0.1,10000,8,7.298
14251,ECAR,Typo,0.1,100,2,0.059688000000000005
14252,ENAR,MissingValueString,0.25,1000,6,0.268492
14253,EAR,MissingValueString,0.9,100000,2,30.238
14254,ECAR,Typo,0.75,1000000,6,3831.0
14255,ECAR,MissingValueString,0.25,1000,4,0.115336
14256,ECAR,MissingValueString,0.5,10000,8,1.624
14257,ENAR,Typo,0.25,100,10,0.156031
14258,EAR,Typo,0.1,1000000,8,828.775
14259,EAR,Typo,0.25,100000,6,154.44
14260,ECAR,MissingValueString,0.9,100,10,0.016414
14261,ECAR,Typo,0.5,1000000,8,2602.0
14262,ENAR,Typo,0.25,1000,10,1.521
14263,EAR,Typo,0.1,100000,8,82.428
14264,ENAR,MissingValueString,0.9,100000,4,30.303
14265,ECAR,Typo,0.9,1000,6,4.618
14266,ENAR,Typo,0.9,1000000,10,4789.0
14267,ENAR,Typo,0.1,1000,4,0.704688
14268,ENAR,Typo,0.25,10000,10,15.142
14269,EAR,MissingValueString,0.1,10000,10,4.009
14270,ECAR,Typo,0.9,100,4,0.459453
14271,EAR,MissingValueString,0.1,1000,10,0.41295299999999996
14272,ENAR,MissingValueString,0.75,100000,2,26.856
14273,EAR,MissingValueString,0.9,1000000,2,345.025
14274,EAR,MissingValueString,0.5,10000,10,4.914
14275,ECAR,Typo,0.25,100,8,0.138305
14276,ENAR,Typo,0.25,100,8,0.15625
14277,ECAR,Typo,0.9,10000,4,46.053
14278,ECAR,MissingValueString,0.5,10000,2,1.109
14279,EAR,Typo,0.5,1000000,4,2768.0
14280,ENAR,Typo,0.75,100,6,0.403305
14281,ECAR,MissingValueString,0.1,100000,6,11.625
14282,EAR,Typo,0.25,1000,4,1.515
14283,ENAR,MissingValueString,0.1,100000,8,24.505
14284,ECAR,MissingValueString,0.5,1000000,4,117.911
14285,ECAR,MissingValueString,0.1,1000000,4,97.885
14286,ENAR,Typo,0.25,100,2,0.149977
14287,ECAR,MissingValueString,0.9,1000000,2,120.963
14288,ENAR,Typo,0.5,100000,4,273.58
14289,ECAR,MissingValueString,0.1,10000,4,1.010648
14290,ENAR,MissingValueString,0.1,1000000,8,243.601
14291,ECAR,Typo,0.1,1000,8,0.615281
14292,EAR,MissingValueString,0.9,1000,6,0.466766
14293,EAR,MissingValueString,0.75,100000,8,45.902
14294,ENAR,MissingValueString,0.1,100,8,0.03068
14295,ENAR,MissingValueString,0.25,1000000,8,264.909
14296,EAR,Typo,0.5,1000,8,2.903
14297,ENAR,MissingValueString,0.75,1000,4,0.31341399999999997
14298,EAR,MissingValueString,0.75,10000,6,4.287
14299,EAR,Typo,0.1,100,4,0.087227
14300,EAR,MissingValueString,0.9,10000,6,4.557
14301,ENAR,Typo,0.25,1000000,2,1428.0
14302,ECAR,Typo,0.1,10000,2,5.601
14303,EAR,Typo,0.9,100000,8,496.958
14304,ENAR,Typo,0.1,10000,10,7.47
14305,ENAR,MissingValueString,0.75,100000,4,28.572
14306,EAR,MissingValueString,0.9,100000,10,54.804
